ref,monthly,year,month,date,locality,ml,wgt,sex,mat,prey,rostral,length,SL,TL,DML
061615_031,,2015,6,,Sta. Rosalia,21,0.19,F,5,Benthosema,L,1.8125,33.9442,42.0059625,
061615_031,,2015,6,,Sta. Rosalia,21,0.19,F,5,Benthosema,L,1.96875,36.9028,45.91399375,
061615_031,,2015,6,,Sta. Rosalia,21,0.19,F,5,Benthosema,L,1.90625,35.7193,44.35078125,
061615_031,,2015,6,,Sta. Rosalia,21,0.19,F,5,Benthosema,L,2.34375,44.0034,55.29326875,
061615_031,,2015,6,,Sta. Rosalia,21,0.19,F,5,Benthosema,L,1.78125,33.3525,41.22435625,
061615_032,,2015,6,,Sta. Rosalia,18.5,0.13,F,3,Benthosema,L,2,37.4945,46.6956,
061615_032,,2015,6,,Sta. Rosalia,18.5,0.13,F,3,Benthosema,L,2.09375,39.2697,49.04041875,
062715_001,,2015,6,,Sta. Rosalia,22,0.2,F,5,Benthosema,L,2.195121951,41.18913415,51.57587317,
062715_001,,2015,6,,Sta. Rosalia,22,0.2,F,5,Benthosema,L,2.073170732,38.8799878,48.52570244,
062715_004,,2015,6,,Sta. Rosalia,18,0.15,F,4,Benthosema,L,2.146341463,40.26547561,50.35580487,
062715_004,,2015,6,,Sta. Rosalia,18,0.15,F,4,Benthosema,L,2.195121951,41.18913415,51.57587317,
062715_004,,2015,7,,Sta. Rosalia,18,0.15,F,4,Triphoturus,L,0.547619047,29.69118095,36.63148093,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.756097561,32.87620732,40.59525854,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.926829268,36.1090122,44.86549755,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,2.024390244,37.95632927,47.30563415,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,2.146341463,40.26547561,50.35580487,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.731707317,32.41437805,39.98522439,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,2,37.4945,46.6956,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,2.073170732,38.8799878,48.52570245,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.756097561,32.87620732,40.59525854,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.829268293,34.26169512,42.42536097,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.87804878,35.18535366,43.64542926,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.829268293,34.26169512,42.42536097,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.926829268,36.1090122,44.86549755,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.975609756,37.03267073,46.08556585,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.780487805,33.33803659,41.20529269,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.853658537,34.72352439,43.03539513,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.975609756,37.03267073,46.08556585,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.902439024,35.64718293,44.2554634,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.975609756,37.03267073,46.08556585,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.585365854,29.64340244,36.32501952,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.829268293,34.26169512,42.42536097,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.853658537,34.72352439,43.03539513,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.780487805,33.33803659,41.20529269,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.658536585,31.02889024,38.15512194,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,2,37.4945,46.6956,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,2.317073171,43.49828049,54.62604391,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,2.195121951,41.18913415,51.57587317,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.87804878,35.18535366,43.64542926,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.829268293,34.26169512,42.42536097,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.731707317,32.41437805,39.98522439,
062915_002,,2015,6,,Sta. Rosalia,18.5,0.15,F,3,Benthosema,L,1.902439024,35.64718293,44.2554634,
062915_003,,2015,6,,Sta. Rosalia,16.5,0.1,F,3,Benthosema,R,1.853658536,34.72352439,43.03539511,
062915_003,,2015,6,,Sta. Rosalia,16.5,0.1,F,3,Benthosema,R,1.926829268,36.10901219,44.86549755,
062915_006,,2015,6,,Sta. Rosalia,14.3,0.06,F,2,Benthosema,L,2.170731707,40.72730487,50.96583902,
062915_006,,2015,6,,Sta. Rosalia,14.3,0.06,F,2,Benthosema,L,2.073170732,38.8799878,48.52570245,
070315_001,,2015,7,,Sta. Rosalia,19.1,0.1457,F,5,Benthosema,L,1.571428571,29.37949999,35.97642856,
070315_005,,2015,7,,Sta. Rosalia,17.9,0.1356,F,5,Benthosema,L,1.87804878,35.18535366,43.64542926,
070315_006,,2015,7,,Sta. Rosalia,17.3,0.1142,F,3,Benthosema,L,2,37.4945,46.6956,
070315_006,,2015,7,,Sta. Rosalia,17.3,0.1142,F,3,Benthosema,L,1.853658537,34.72352439,43.03539513,
070315_006,,2015,7,,Sta. Rosalia,17.3,0.1142,F,3,Benthosema,L,1.853658537,34.72352439,43.03539512,
070315_011,,2015,7,,Sta. Rosalia,15.4,0.0899,M,4,Benthosema,L,1.853658537,34.72352439,43.03539513,
070315_011,,2015,7,,Sta. Rosalia,15.4,0.0899,M,4,Benthosema,L,2,37.4945,46.6956,
070315_013,,2015,7,,Sta. Rosalia,17.5,0.1188,F,3,Benthosema,L,1.714285714,32.08449999,39.54948571,
070315_015,,2015,7,,Sta. Rosalia,16.1,0.0932,F,3,Benthosema,R,1.87804878,35.18535366,43.64542926,
070315_016,,2015,7,,Sta. Rosalia,17.8,0.1151,F,4,Benthosema,L,1.999999999,37.49449998,46.69559997,
070315_018,,2015,7,,Sta. Rosalia,14.9,0.0803,F,3,Benthosema,L,1.707317073,31.95254878,39.37519024,
070315_021,,2015,7,,Sta. Rosalia,17.7,0.1267,F,3,Benthosema,R,1.19047619,22.16616666,26.44827618,
070315_021,,2015,7,,Sta. Rosalia,17.7,0.1267,F,3,Benthosema,R,1.714285714,32.08449999,39.54948571,
070315_025,,2015,7,,Sta. Rosalia,16.8,0.1147,F,4,Benthosema,L,1.902439024,35.64718292,44.2554634,
070315_028,,2015,7,,Sta. Rosalia,15.3,0.0793,F,3,Benthosema,R,1.952380952,36.59283332,45.50458094,
070315_031,,2015,7,,Sta. Rosalia,17.6,0.1258,F,4,Benthosema,R,1.853658537,34.72352439,43.03539513,
070315_035,,2015,7,,Sta. Rosalia,16.3,0.1094,F,3,Benthosema,L,1.71875,32.169,39.66114375,
070315_035,,2015,7,,Sta. Rosalia,16.3,0.1094,F,3,Benthosema,L,1.8125,33.9442,42.0059625,
070315_035,,2015,7,,Sta. Rosalia,16.3,0.1094,F,3,Benthosema,L,1.78125,33.3525,41.22435625,
070315_036,,2015,7,,Sta. Rosalia,18.3,0.1361,F,5,Benthosema,L,2,37.4945,46.6956,
070315_036,,2015,7,,Sta. Rosalia,18.3,0.1361,F,5,Benthosema,L,2,37.4945,46.6956,
070315_036,,2015,7,,Sta. Rosalia,18.3,0.1361,F,5,Benthosema,L,1.829268293,34.26169512,42.42536097,
070315_036,,2015,7,,Sta. Rosalia,18.3,0.1361,F,5,Benthosema,L,2.268292683,42.57462195,53.40597561,
070315_036,,2015,7,,Sta. Rosalia,18.3,0.1361,F,5,Benthosema,L,2.166666666,40.65033332,50.86416665,
070315_040,,2015,7,,Sta. Rosalia,20.7,,F,5,Benthosema,L,1.714285714,32.08449999,39.54948571,
070315_040,,2015,7,,Sta. Rosalia,20.7,,F,5,Triphoturus,L,0.487804878,27.98215854,34.27230244,
070315_040,,2015,7,,Sta. Rosalia,20.7,,F,5,Triphoturus,L,0.547619047,29.69118095,36.63148093,
070315_040,,2015,7,,Sta. Rosalia,20.7,,F,5,Triphoturus,L,0.56097561,30.07280732,37.1582878,
070315_040,,2015,7,,Sta. Rosalia,20.7,,F,5,Triphoturus,L,0.476190476,27.65030952,33.81420952,
070315_041,,2015,7,,Sta. Rosalia,21.1,,M,5,Benthosema,L,1.048780488,19.48315854,22.9042683,
070315_041,,2015,7,,Sta. Rosalia,21.1,,M,5,Benthosema,L,1.853658537,34.72352439,43.03539513,
17E48_001,,2017,6,,,22.1,0.22249,F,4,Triphoturus,R,0.77358472,36.14751734,45.54397381,
17E48_003,,2017,6,,,24.8,0.31235,M,5,Benthosema,R,0.7547168,13.91506261,15.54932377,
17E48_003,,2017,6,,,24.8,0.31235,M,5,Triphoturus,R,0.60377344,31.29563548,38.84631127,
17E48_003,,2017,6,,,24.8,0.31235,M,5,Triphoturus,R,0.7547168,35.60841935,44.79978908,
17E48_003,,2017,6,,,24.8,0.31235,M,5,Triphoturus,R,0.62264136,31.83473347,39.59049599,
17E48_003,,2017,6,,,24.8,0.31235,M,5,Triphoturus,R,0.60377344,31.29563548,38.84631127,
17E48_005,,2017,6,,,16.2,0.10125,F,3,Benthosema,L,0.8490564,15.70138293,17.90888924,
17E48_006,,2017,6,,,22.1,0.21888,F,4,Benthosema,R,0.77358472,14.27232667,16.02123687,
17E48_006,,2017,6,,,22.1,0.21888,F,4,Benthosema,R,0.58490552,10.69968602,11.30210592,
17E48_008,,2017,6,,,24.1,0.26783,M,5,Benthosema,L,0.86792432,16.058647,18.38080234,
17E48_008,,2017,6,,,24.1,0.26783,M,5,Benthosema,L,0.52830176,9.627893826,9.88636664,
17E48_008,,2017,6,,,24.1,0.26783,M,5,Benthosema,L,1.26415064,23.56119237,28.29097732,
17E48_008,,2017,6,,,24.1,0.26783,M,5,Benthosema,R,0.69811304,12.84327041,14.13358449,
17E48_011,,2017,6,,,23.8,0.28891,F,5,Triphoturus,L,0.943396,40.99939919,52.24163635,
17E98_009,,2017,6,,,23.1,0.27236,F,5,Pterygioteuthis,LRL,0.566929134,,,24.99937008
17E98_009,,2017,6,,,23.1,0.27236,F,5,Pterygioteuthis,LRL,0.582677166,,,25.52157481
17E98_016,,2017,6,,,22.7,0.26974,F,5,Pterygioteuthis,URL,0.551181103,,,23.27322835
17E98_016,,2017,6,,,22.7,0.26974,F,5,Pterygioteuthis,URL,0.409448819,,,19.16582677
17E98_019,,2017,6,,,25.3,0.37627,F,5,Benthosema,L,2.30188624,43.21071595,54.2461975,
17E98_021,,2017,6,,,21.6,0.25211,F,5,Pterygioteuthis,URL,0.409448819,,,19.16582677
17E98_021,,2017,6,,,21.6,0.25211,F,5,Pterygioteuthis,LRL,0.551181103,,,24.47716536
17E98_021,,2017,6,,,21.6,0.25211,F,5,Pterygioteuthis,URL,0.31496063,,,16.42755906
CAPEXI_003,,2016,6,,,19,0.1337153,F,5,Pterygioteuthis,LRL,0.472440945,,,21.86614174
CAPEXI_017,,2016,6,,,20.5,0.1936733,F,5,Benthosema,R,1.928571428,36.14199999,44.90907141,
CAPEXI_017,,2016,6,,,20.5,0.1936733,F,5,Benthosema,R,2.071428571,38.84699998,48.48212856,
CAPEXI_017,,2016,6,,,20.5,0.1936733,F,5,Benthosema,R,2.166666666,40.65033332,50.86416665,
CAPEXI_017,,2016,6,,,20.5,0.1936733,F,5,Benthosema,R,1.809523809,33.88783332,41.9315238,
CAPEXI_017,,2016,6,,,20.5,0.1936733,F,5,Benthosema,R,1.928571428,36.14199999,44.90907141,
CAPEXI_027,,2016,6,,,15.6,0.0737573,M,5,Pterygioteuthis,LRL,0.393700788,,,19.25511811
CAPEXI_034,,2016,6,,,14.5,0.0387818,F,2,Benthosema,R,2.078740158,38.98544489,48.66500159,
CAPEXI_040,,2016,6,,,18.9,0.1387118,F,5,Benthosema,R,2.20472441,41.3709567,51.81604411,
CAPEXI_040,,2016,6,,,18.9,0.1387118,F,5,Benthosema,R,1.763779528,33.02166536,40.78739529,
CAPEXI_042,,2016,6,,,19.6,0.1636943,F,5,Benthosema,L,1.780487805,33.33803658,41.20529269,
CAPEXI_042,,2016,6,,,19.6,0.1636943,F,5,Benthosema,L,1.731707317,32.41437805,39.98522439,
CAPEXI_042,,2016,6,,,19.6,0.1636943,F,5,Benthosema,L,1.829268293,34.26169512,42.42536098,
CAPEXI_042,,2016,6,,,19.6,0.1636943,F,5,Triphoturus,L,0.658536585,32.86033902,41.00626828,
CAPEXI_043,,2016,6,,,18.6,0.1237223,F,5,Benthosema,L,1.975903614,37.03823494,46.09291565,
CAPEXI_043,,2016,6,,,18.6,0.1237223,F,5,Benthosema,L,1.807228916,33.84437951,41.87412531,
CAPEXI_043,,2016,6,,,18.6,0.1237223,F,5,Benthosema,L,2.192771084,41.14462048,51.51707469,
CAPEXI_043,,2016,6,,,18.6,0.1237223,F,5,Benthosema,L,1.903614458,35.66943976,44.28486265,
CAPEXI_043,,2016,6,,,18.6,0.1237223,F,5,Triphoturus,R,0.626506024,31.94515542,39.7429253,
CAPEXI_045,,2016,6,,,17.1,0.1137293,F,5,Benthosema,R,2.144578313,40.23209036,50.31170602,
CAPEXI_045,,2016,6,,,17.1,0.1137293,F,5,Benthosema,R,1.807228916,33.84437951,41.87412531,
CAPEXI_046,,2016,6,,,16,0.0837503,F,4,Benthosema,L,1.77952756,33.31985434,41.1812756,
CAPEXI_046,,2016,6,,,16,0.0837503,F,4,Benthosema,L,1.732283465,32.42528741,39.99963466,
CAPEXI_046,,2016,6,,,16,0.0837503,F,4,Benthosema,L,1.637795276,30.63615355,37.63635277,
CAPEXI_046,,2016,6,,,16,0.0837503,F,4,Benthosema,L,1.937007875,36.3017441,45.12007875,
CAPEXI_047,,2016,6,,,19.1,0.1487048,F,5,Benthosema,L,1.999999999,37.49449998,46.69559997,
CAPEXI_047,,2016,6,,,19.1,0.1487048,F,5,Benthosema,L,2.333333332,43.80616665,55.0327333,
CAPEXI_047,,2016,6,,,19.1,0.1487048,F,5,Benthosema,L,1.714285714,32.08449999,39.54948571,
CAPEXI_047,,2016,6,,,19.1,0.1487048,F,5,Benthosema,L,2.166666666,40.65033332,50.86416665,
CAPEXI_047,,2016,6,,,19.1,0.1487048,F,5,Benthosema,L,1.785714285,33.43699999,41.33601427,
CAPEXI_047,,2016,6,,,19.1,0.1487048,F,5,Benthosema,L,1.88095238,35.24033332,43.71805236,
CAPEXI_049,,2016,6,,,11.1,0.0187958,F,1,Benthosema,L,2.047619047,38.39616665,47.88661903,
CAPEXI_051,,2016,6,,,13.5,0.0537713,F,2,Benthosema,R,1.874015749,35.1089882,43.54455749,
CAPEXI_059,,2016,6,,,18.3,0.1237223,F,5,Benthosema,R,1.88095238,35.24033332,43.71805236,
CAPEXI_070,,2016,6,,,14.2,0.0587678,F,2,Pterygioteuthis,URL,0.708661418,,,27.83700788
CAPEXI_085,,2016,6,,,15.9,0.0737573,F,3,Benthosema,R,1.714285714,32.08449999,39.54948571,
CAPEXI_085,,2016,6,,,15.9,0.0737573,F,3,Pterygioteuthis,LRL,0.440944882,,,20.82173229
CAPEXI_087,,2016,6,,,16.2,0.0837503,M,5,Benthosema,L,1.975903614,37.03823494,46.09291565,
CAPEXI_090,,2016,6,,,13.1,0.0287888,M,3,Benthosema,L,1.88095238,35.24033332,43.71805236,
CAPEXI_097,,2016,6,,,20.2,0.1786838,F,5,Benthosema,R,2.097560976,39.34181707,49.1357366,
CAPEXI_097,,2016,6,,,20.2,0.1786838,F,5,Pterygioteuthis,LRL,0.787401575,,,32.31023623
CAPEXI_098,,2016,6,,,15.5,0.0687608,M,5,Benthosema,L,0.926829268,17.17401219,19.85409756,
CAPEXI_098,,2016,6,,,15.5,0.0687608,M,5,Benthosema,L,0.853658537,15.78852439,18.02399512,
CAPEXI_101,,2016,6,,,15.8,0.0587678,F,3,Benthosema,L,2.195121951,41.18913415,51.57587317,
CAPEXI_101,,2016,6,,,15.8,0.0587678,F,3,Benthosema,L,2.292682927,43.03645122,54.01600976,
CAPEXI_102,,2016,6,,,18,0.1187258,F,5,Benthosema,L,1.926829268,36.1090122,44.86549756,
CAPEXI_106,,2016,6,,,19.4,0.1537013,F,5,Benthosema,L,1.43902439,26.87242683,32.66481463,
CAPEXI_106,,2016,6,,,19.4,0.1537013,F,5,Benthosema,L,1.951219512,36.57084146,45.47553171,
CAPEXI_106,,2016,6,,,19.4,0.1537013,F,5,Benthosema,L,1.292682927,24.10145122,29.00460976,
CAPEXI_106,,2016,6,,,19.4,0.1537013,F,5,Benthosema,L,0.902439024,16.71218293,19.24406341,
CAPEXI_106,,2016,6,,,19.4,0.1537013,F,5,Benthosema,L,1.926829268,36.1090122,44.86549755,
CAPEXI_106,,2016,6,,,19.4,0.1537013,F,5,Pterygioteuthis,URL,0.83464567,,,31.4880315
CAPEXI_107,,2016,6,,,18.9,0.1337153,F,5,Benthosema,L,1.785714285,33.43699999,41.33601427,
CAPEXI_109,,2016,6,,,20.2,0.1487048,F,5,Benthosema,L,0.56097561,10.24657317,10.70358537,
CAPEXI_109,,2016,6,,,20.2,0.1487048,F,5,Benthosema,L,0.853658537,15.78852439,18.02399512,
CAPEXI_109,,2016,6,,,20.2,0.1487048,F,5,Benthosema,L,1.12195122,20.86864634,24.73437073,
CAPEXI_110,,2016,6,,,17,0.0937433,F,5,Benthosema,L,1.166666666,21.71533332,25.85276665,
CAPEXI_112,,2016,6,,,19.3,0.1437083,F,5,Benthosema,R,2.097560976,39.34181707,49.1357366,
CAPEXI_112,,2016,6,,,19.3,0.1437083,F,5,Benthosema,L,0.707317073,13.01754878,14.36379024,
CAPEXI_112,,2016,6,,,19.3,0.1437083,F,5,Triphoturus,R,0.666666666,33.09263333,41.32693331,
CAPEXI_115,,2016,6,,,17,0.0887468,F,5,Benthosema,R,2.097560976,39.34181707,49.13573659,
CAPEXI_115,,2016,6,,,17,0.0887468,F,5,Triphoturus,R,0.43902439,26.58839268,32.34831219,
CAPEXI_117,,2016,6,,,18.6,0.1237223,F,5,Benthosema,L,2.119047618,39.74866665,49.67314759,
CAPEXI_119,,2016,7,,,17.8,0.1087328,F,5,Benthosema,R,0.698795181,12.85618675,14.15064579,
CAPEXI_120,,2016,7,,,17.3,0.1037363,F,5,Benthosema,R,1.855421687,34.75690964,43.07949398,
CAPEXI_120,,2016,7,,,17.3,0.1037363,F,5,Triphoturus,R,0.746987952,35.38758915,44.49494941,
CAPEXI_134,,2016,7,,,19.3,0.1537013,F,5,Benthosema,R,1.826771654,34.21442127,42.36291655,
CAPEXI_137,,2016,7,,,21.6,0.2186558,F,5,Triphoturus,R,0.634146341,32.1634561,40.04427315,
CAPEXI_137,,2016,7,,,21.6,0.2186558,F,5,Triphoturus,R,1.121951219,46.10111463,59.28417559,
CAPEXI_137,,2016,7,,,21.6,0.2186558,F,5,Triphoturus,R,0.731707317,34.9509878,43.89225366,
CAPEXI_137,,2016,7,,,21.6,0.2186558,F,5,Triphoturus,R,0.682926829,33.55722195,41.9682634,
CAPEXI_139,,2016,7,,,21.1,0.1736873,F,5,Benthosema,R,2.299212599,43.16009056,54.179326,
CAPEXI_139,,2016,7,,,21.1,0.1736873,F,5,Benthosema,R,1.984251969,37.19631103,46.3017197,
CAPEXI_139,,2016,7,,,21.1,0.1736873,F,5,Benthosema,R,2.062992127,38.68725592,48.27112127,
CAPEXI_139,,2016,7,,,21.1,0.1736873,F,5,Benthosema,R,2.20472441,41.3709567,51.81604411,
CAPEXI_139,,2016,7,,,21.1,0.1736873,F,5,Benthosema,R,2.078740158,38.98544489,48.66500159,
CAPEXI_139,,2016,7,,,21.1,0.1736873,F,5,Benthosema,R,2.188976379,41.07276773,51.42216379,
CAPEXI_139,,2016,7,,,21.1,0.1736873,F,5,Triphoturus,R,0.503937008,28.44308898,34.90858268,
CAPEXI_139,,2016,7,,,21.1,0.1736873,F,5,Triphoturus,R,0.740157481,35.19242756,44.22554331,
CAPEXI_140,,2016,7,,,20.4,0.1686908,F,5,Benthosema,L,1.927710843,36.12570482,44.88754698,
CAPEXI_140,,2016,7,,,20.4,0.1686908,F,5,Benthosema,L,2.409638554,45.25100602,56.94123373,
CAPEXI_140,,2016,7,,,20.4,0.1686908,F,5,Benthosema,L,2.240963855,42.0571506,52.72244336,
CAPEXI_140,,2016,7,,,20.4,0.1686908,F,5,Benthosema,L,2.265060241,42.51341566,53.32512771,
CAPEXI_140,,2016,7,,,20.4,0.1686908,F,5,Benthosema,L,1.951807229,36.58196988,45.49023133,
CAPEXI_140,,2016,7,,,20.4,0.1686908,F,5,Benthosema,L,2.024096385,37.95076506,47.29828432,
CAPEXI_142,,2016,7,,,15.1,0.0537713,F,3,Triphoturus,R,0.341463415,23.80086097,28.50033172,
CAPEXI_142,,2016,7,,,15.1,0.0537713,F,3,Triphoturus,R,0.463414634,27.28527561,33.31030731,
CAPEXI_142,,2016,7,,,15.1,0.0537713,F,3,Triphoturus,R,0.317073171,23.10397805,27.5383366,
CAPEXI_146,,2016,7,,,18.5,0.1287188,F,5,Benthosema,L,1.4375,26.8436,32.6266875,
CAPEXI_146,,2016,7,,,18.5,0.1287188,F,5,Benthosema,L,1.25,23.2933,27.93705,
CAPEXI_146,,2016,7,,,18.5,0.1287188,F,5,Triphoturus,L,0.4375,26.5448,32.2881875,
CAPEXI_146,,2016,7,,,18.5,0.1287188,F,5,Triphoturus,L,0.65625,32.795,40.91608125,
CAPEXI_146,,2016,7,,,18.5,0.1287188,F,5,Triphoturus,L,0.90625,39.9381,50.77653125,
CAPEXI_146,,2016,7,,,18.5,0.1287188,F,5,Triphoturus,L,0.625,31.9021,39.683525,
CAPEXI_147,,2016,7,,,15.2,0.0537713,F,5,Benthosema,R,1.59375,29.8022,36.53471875,
CAPEXI_147,,2016,7,,,15.2,0.0537713,F,5,Benthosema,R,1.71875,32.169,39.66114375,
CAPEXI_150,,2016,7,,,18.1,0.1187258,F,5,Benthosema,L,1,18.5595,21.6842,
CAPEXI_150,,2016,7,,,18.1,0.1187258,F,5,Triphoturus,L,0.5,28.3306,34.7533,
CAPEXI_150,,2016,7,,,18.1,0.1187258,F,5,Triphoturus,L,0.71875,34.5808,43.38119375,
CAPEXI_151,,2016,7,,,19,0.1437083,F,5,Benthosema,L,2.0625,38.6779,48.2588125,
CAPEXI_151,,2016,7,,,19,0.1437083,F,5,Benthosema,L,2.3125,43.4117,54.5116625,
CAPEXI_151,,2016,7,,,19,0.1437083,F,5,Benthosema,L,2.15625,40.4531,50.60363125,
CAPEXI_151,,2016,7,,,19,0.1437083,F,5,Benthosema,L,2.28125,42.82,53.73005625,
CAPEXI_151,,2016,7,,,19,0.1437083,F,5,Triphoturus,L,0.65625,32.795,40.91608125,
CAPEXI_154,,2016,7,,,19.7,0.1636943,F,5,Triphoturus,L,0.75,35.4737,44.61375,
CAPEXI_156,,2016,7,,,16.8,0.0887468,F,3,Triphoturus,L,0.84375,38.1523,48.31141875,
CAPEXI_158,,2016,7,,,21.9,0.2436383,F,5,Benthosema,L,1.3125,24.4767,29.5002625,
CAPEXI_160,,2016,7,,,18.6,0.1437083,F,5,Benthosema,R,1.71875,32.169,39.66114375,
CAPEXI_160,,2016,7,,,18.6,0.1437083,F,5,Benthosema,R,1.8125,33.9442,42.0059625,
CAPEXI_160,,2016,7,,,18.6,0.1437083,F,5,Triphoturus,R,0.65625,32.795,40.91608125,
CAPEXI_160,,2016,7,,,18.6,0.1437083,F,5,Triphoturus,R,0.375,24.7591,29.823075,
CAPEXI_160,,2016,7,,,18.6,0.1437083,F,5,Triphoturus,R,0.34375,23.8662,28.59051875,
CAPEXI_160,,2016,7,,,18.6,0.1437083,F,5,Triphoturus,R,0.5,28.3306,34.7533,
CAPEXI_160,,2016,7,,,18.6,0.1437083,F,5,Triphoturus,R,0.46875,27.4377,33.52074375,
CAPEXI_160,,2016,7,,,18.6,0.1437083,F,5,Triphoturus,R,0.375,24.7591,29.823075,
CAPEXI_161,,2016,7,,,18.6,0.1387118,F,5,Triphoturus,R,0.59375,31.0092,38.45096875,
CAPEXI_164,,2016,7,,,18.4,0.1437083,F,5,Benthosema,L,1.8125,33.9442,42.0059625,
CAPEXI_164,,2016,7,,,18.4,0.1437083,F,5,Triphoturus,L,1.09375,45.2953,58.17186875,
CAPEXI_167,,2016,7,,,16.1,0.0937433,F,4,Benthosema,L,1.5,28.027,34.1899,
CAPEXI_171,,2016,7,,,15.2,0.0737573,F,3,Triphoturus,R,0.46875,27.4377,33.52074375,
CAPEXI_174,,2016,7,,,17.7,0.1187258,F,5,Benthosema,R,2.15625,40.4531,50.60363125,
CAPEXI_174,,2016,7,,,17.7,0.1187258,F,5,Triphoturus,L,0.90625,39.9381,50.77653125,
CAPEXI_179,,2016,7,,,15,0.0687608,F,2,Triphoturus,R,0.78125,36.3665,45.84630625,
CAPEXI_183,,2016,7,,,15,0.0487748,F,3,Benthosema,L,2.03125,38.0862,47.47720625,
CAPEXI_184,,2016,7,,,14.7,0.0437783,F,2,Triphoturus,R,0.59375,31.0092,38.45096875,
CAPEXI_184,,2016,7,,,14.7,0.0437783,F,2,Triphoturus,R,0.4375,26.5448,32.2881875,
CAPEXI_185,,2016,7,,,14.1,0.0337853,M,5,Triphoturus,L,0.78125,36.3665,45.84630625,
CAPEXI_187,,2016,7,,,16.5,0.0837503,F,5,Pterygioteuthis,URL,0.188976378,,,12.77653543
CAPEXI_187,,2016,7,,,16.5,0.0837503,F,5,Pterygioteuthis,URL,0.173228347,,,12.32015748
CAPEXI_188,,2016,7,,,17,0.0787538,F,3,Benthosema,L,0.952380952,17.65783333,20.49318094,
CAPEXI_188,,2016,7,,,17,0.0787538,F,3,Benthosema,L,0.975609756,18.09767073,21.07416585,
CAPEXI_189,,2016,7,,,16,0.0587678,F,3,Triphoturus,L,0.731707317,34.9509878,43.89225366,
CAPEXI_192,,2016,7,,,17.5,0.0937433,F,5,Triphoturus,L,0.707317073,34.25410488,42.93025854,
CAPEXI_193,,2016,7,,,14.2,0.0387818,M,5,Triphoturus,L,0.598425197,31.14282441,38.63536694,
CAPEXI_197,,2016,7,,,20.1,0.1686908,F,5,Benthosema,R,1.853658536,34.72352439,43.03539511,
CAPEXI_197,,2016,7,,,20.1,0.1686908,F,5,Benthosema,R,1.731707317,32.41437805,39.98522439,
CAPEXI_201,,2016,7,,,15.1,0.0737573,F,4,Benthosema,L,1.951219512,36.57084146,45.4755317,
CAPEXI_202,,2016,7,,,15.6,0.0687608,M,5,Benthosema,L,1.714285714,32.08449999,39.54948571,
CAPEXI_202,,2016,7,,,15.6,0.0687608,M,5,Pterygioteuthis,URL,0.173228347,,,12.32015748
CAPEXI_207,,2016,7,,,14.1,0.0487748,F,2,Benthosema,L,1.780487805,33.33803658,41.20529269,
CAPEXII_036,,2017,6,,,19.2,0.1706,F,3,Benthosema,R,2.09433912,39.28081124,49.05515347,
CAPEXII_036,,2017,6,,,19.2,0.1706,F,3,Benthosema,R,1.64150904,30.70647367,37.7292392,
