"TripSetPredNo","TripSetNo","Lat","Lon","Month","Year","Sex","Mat","Length","Date","SST","Group","PropN","PredSpp"
"Dg2011_276","110621",27.264708,-111.371493,"6",2011,"F","7",35.5,2011-06-21,26,"F_Triphoturus",0.015625,"Dgigas"
"Dg2011_276","110621",27.264708,-111.371493,"6",2011,"F","7",35.5,2011-06-21,26,"M_Pteropoda",0.015625,"Dgigas"
"Dg2011_277","110621",27.264708,-111.371493,"6",2011,"F","7",34,2011-06-21,26,"F_Vinciguerria",0.8,"Dgigas"
"Dg2011_277","110621",27.264708,-111.371493,"6",2011,"F","7",34,2011-06-21,26,"R_Crust",0.2,"Dgigas"
"Dg2011_278","110621",27.264708,-111.371493,"6",2011,"F","7",39,2011-06-21,26,"R_Crust",1,"Dgigas"
"Dg2011_279","110621",27.264708,-111.371493,"6",2011,"F","7",32.5,2011-06-21,26,"F_Triphoturus",0.142857142857143,"Dgigas"
"Dg2011_279","110621",27.264708,-111.371493,"6",2011,"F","7",32.5,2011-06-21,26,"C_Pterygioteuthis",0.285714285714286,"Dgigas"
"Dg2011_279","110621",27.264708,-111.371493,"6",2011,"F","7",32.5,2011-06-21,26,"F_Benthosema",0.285714285714286,"Dgigas"
"Dg2011_279","110621",27.264708,-111.371493,"6",2011,"F","7",32.5,2011-06-21,26,"C_UnID",0.142857142857143,"Dgigas"
"Dg2011_279","110621",27.264708,-111.371493,"6",2011,"F","7",32.5,2011-06-21,26,"R_Crust",0.142857142857143,"Dgigas"
"Dg2011_280","110621",27.264708,-111.371493,"6",2011,"F","7",41,2011-06-21,26,"F_Vinciguerria",0.285714285714286,"Dgigas"
"Dg2011_280","110621",27.264708,-111.371493,"6",2011,"F","7",41,2011-06-21,26,"F_Benthosema",0.142857142857143,"Dgigas"
"Dg2011_280","110621",27.264708,-111.371493,"6",2011,"F","7",41,2011-06-21,26,"C_Pterygioteuthis",0.428571428571429,"Dgigas"
"Dg2011_280","110621",27.264708,-111.371493,"6",2011,"F","7",41,2011-06-21,26,"M_Pteropoda",0.142857142857143,"Dgigas"
"Dg2011_281","110621",27.264708,-111.371493,"6",2011,"F","6",34,2011-06-21,26,"C_Pterygioteuthis",1,"Dgigas"
"Dg2011_282","110621",27.264708,-111.371493,"6",2011,"M","7",37,2011-06-21,26,"F_UnID",0.25,"Dgigas"
"Dg2011_282","110621",27.264708,-111.371493,"6",2011,"M","7",37,2011-06-21,26,"F_Benthosema",0.0833333333333333,"Dgigas"
"Dg2011_282","110621",27.264708,-111.371493,"6",2011,"M","7",37,2011-06-21,26,"C_Pterygioteuthis",0.333333333333333,"Dgigas"
"Dg2011_282","110621",27.264708,-111.371493,"6",2011,"M","7",37,2011-06-21,26,"F_Vinciguerria",0.0833333333333333,"Dgigas"
"Dg2011_282","110621",27.264708,-111.371493,"6",2011,"M","7",37,2011-06-21,26,"M_Pteropoda",0.0833333333333333,"Dgigas"
"Dg2011_282","110621",27.264708,-111.371493,"6",2011,"M","7",37,2011-06-21,26,"C_UnID",0.166666666666667,"Dgigas"
"Dg2011_283","110621",27.264708,-111.371493,"6",2011,"M","7",37.5,2011-06-21,26,"C_UnID",0.333333333333333,"Dgigas"
"Dg2011_283","110621",27.264708,-111.371493,"6",2011,"M","7",37.5,2011-06-21,26,"C_Pterygioteuthis",0.444444444444444,"Dgigas"
"Dg2011_283","110621",27.264708,-111.371493,"6",2011,"M","7",37.5,2011-06-21,26,"F_UnID",0.111111111111111,"Dgigas"
"Dg2011_283","110621",27.264708,-111.371493,"6",2011,"M","7",37.5,2011-06-21,26,"F_Vinciguerria",0.111111111111111,"Dgigas"
"Dg2011_284","110621",27.264708,-111.371493,"6",2011,"F","7",39,2011-06-21,26,"C_Pterygioteuthis",1,"Dgigas"
"Dg2011_285","110621",27.264708,-111.371493,"6",2011,"F","4",30.5,2011-06-21,26,"C_UnID",0.333333333333333,"Dgigas"
"Dg2011_285","110621",27.264708,-111.371493,"6",2011,"F","4",30.5,2011-06-21,26,"F_Vinciguerria",0.111111111111111,"Dgigas"
"Dg2011_285","110621",27.264708,-111.371493,"6",2011,"F","4",30.5,2011-06-21,26,"C_Pterygioteuthis",0.111111111111111,"Dgigas"
"Dg2011_285","110621",27.264708,-111.371493,"6",2011,"F","4",30.5,2011-06-21,26,"F_Benthosema",0.333333333333333,"Dgigas"
"Dg2011_285","110621",27.264708,-111.371493,"6",2011,"F","4",30.5,2011-06-21,26,"F_UnID",0.111111111111111,"Dgigas"
"Dg2011_286","110621",27.264708,-111.371493,"6",2011,"F","7",43.5,2011-06-21,26,"C_Other",1,"Dgigas"
"Dg2011_287","110621",27.264708,-111.371493,"6",2011,"F","7",41,2011-06-21,26,"C_Pterygioteuthis",0.230769230769231,"Dgigas"
"Dg2011_287","110621",27.264708,-111.371493,"6",2011,"F","7",41,2011-06-21,26,"F_Diogenichthys",0.0769230769230769,"Dgigas"
"Dg2011_287","110621",27.264708,-111.371493,"6",2011,"F","7",41,2011-06-21,26,"F_Benthosema",0.384615384615385,"Dgigas"
"Dg2011_287","110621",27.264708,-111.371493,"6",2011,"F","7",41,2011-06-21,26,"F_Triphoturus",0.230769230769231,"Dgigas"
"Dg2011_287","110621",27.264708,-111.371493,"6",2011,"F","7",41,2011-06-21,26,"C_UnID",0.0769230769230769,"Dgigas"
"Dg2011_288","110621",27.264708,-111.371493,"6",2011,"F","4",33,2011-06-21,26,"F_Vinciguerria",0.0769230769230769,"Dgigas"
"Dg2011_288","110621",27.264708,-111.371493,"6",2011,"F","4",33,2011-06-21,26,"F_Benthosema",0.0769230769230769,"Dgigas"
"Dg2011_288","110621",27.264708,-111.371493,"6",2011,"F","4",33,2011-06-21,26,"R_Crust",0.0769230769230769,"Dgigas"
"Dg2011_288","110621",27.264708,-111.371493,"6",2011,"F","4",33,2011-06-21,26,"F_Diogenichthys",0.0769230769230769,"Dgigas"
"Dg2011_288","110621",27.264708,-111.371493,"6",2011,"F","4",33,2011-06-21,26,"C_Ommastrephid",0.307692307692308,"Dgigas"
"Dg2011_288","110621",27.264708,-111.371493,"6",2011,"F","4",33,2011-06-21,26,"C_Pterygioteuthis",0.230769230769231,"Dgigas"
"Dg2011_288","110621",27.264708,-111.371493,"6",2011,"F","4",33,2011-06-21,26,"M_Pteropoda",0.0769230769230769,"Dgigas"
"Dg2011_288","110621",27.264708,-111.371493,"6",2011,"F","4",33,2011-06-21,26,"F_Triphoturus",0.0769230769230769,"Dgigas"
"Dg2011_290","110621",27.264708,-111.371493,"6",2011,"F","6",35.5,2011-06-21,26,"F_Benthosema",0.153846153846154,"Dgigas"
"Dg2011_290","110621",27.264708,-111.371493,"6",2011,"F","6",35.5,2011-06-21,26,"F_Vinciguerria",0.307692307692308,"Dgigas"
"Dg2011_290","110621",27.264708,-111.371493,"6",2011,"F","6",35.5,2011-06-21,26,"C_Pterygioteuthis",0.307692307692308,"Dgigas"
"Dg2011_290","110621",27.264708,-111.371493,"6",2011,"F","6",35.5,2011-06-21,26,"F_Diogenichthys",0.0769230769230769,"Dgigas"
"Dg2011_290","110621",27.264708,-111.371493,"6",2011,"F","6",35.5,2011-06-21,26,"C_UnID",0.153846153846154,"Dgigas"
"Dg2011_291","110621",27.264708,-111.371493,"6",2011,"F","7",41,2011-06-21,26,"C_Pterygioteuthis",0.5,"Dgigas"
"Dg2011_291","110621",27.264708,-111.371493,"6",2011,"F","7",41,2011-06-21,26,"F_UnID",0.5,"Dgigas"
"Dg2011_293","110621",27.264708,-111.371493,"6",2011,"F","7",39,2011-06-21,26,"F_UnID_.Myctophidae",1,"Dgigas"
"Dg2011_294","110621",27.264708,-111.371493,"6",2011,"F","7",30,2011-06-21,26,"C_UnID",0.25,"Dgigas"
"Dg2011_294","110621",27.264708,-111.371493,"6",2011,"F","7",30,2011-06-21,26,"F_Benthosema",0.75,"Dgigas"
"Dg2011_295","110621",27.264708,-111.371493,"6",2011,"F","7",38.5,2011-06-21,26,"F_UnID_.Myctophidae",0.333333333333333,"Dgigas"
"Dg2011_295","110621",27.264708,-111.371493,"6",2011,"F","7",38.5,2011-06-21,26,"R_Crust",0.333333333333333,"Dgigas"
"Dg2011_295","110621",27.264708,-111.371493,"6",2011,"F","7",38.5,2011-06-21,26,"C_Pterygioteuthis",0.333333333333333,"Dgigas"
"Dg2011_296","110621",27.264708,-111.371493,"6",2011,"M","7",37,2011-06-21,26,"M_Pteropoda",1,"Dgigas"
"Dg2011_297","110622",27.993781,-111.337912,"6",2011,"M","7",34.5,2011-06-22,28,"F_Benthosema",0.2,"Dgigas"
"Dg2011_297","110622",27.993781,-111.337912,"6",2011,"M","7",34.5,2011-06-22,28,"F_Triphoturus",0.6,"Dgigas"
"Dg2011_297","110622",27.993781,-111.337912,"6",2011,"M","7",34.5,2011-06-22,28,"C_Pterygioteuthis",0.2,"Dgigas"
"Dg2011_298","110622",27.993781,-111.337912,"6",2011,"F","7",40,2011-06-22,28,"F_Benthosema",1,"Dgigas"
"Dg2011_304","110622",27.993781,-111.337912,"6",2011,"F","7",37,2011-06-22,28,"F_UnID_.Myctophidae",1,"Dgigas"
"Dg2011_310","110622",27.993781,-111.337912,"6",2011,"F","7",40.5,2011-06-22,28,"F_Benthosema",1,"Dgigas"
"Dg2011_314","110622",27.993781,-111.337912,"6",2011,"F","7",42.5,2011-06-22,28,"R_Crust",1,"Dgigas"
"Dg2011_315","110622",27.993781,-111.337912,"6",2011,"F","4",42,2011-06-22,28,"R_Crust",1,"Dgigas"
"Dg2011_316","110622",27.993781,-111.337912,"6",2011,"M","7",39,2011-06-22,28,"F_Benthosema",0.2,"Dgigas"
"Dg2011_316","110622",27.993781,-111.337912,"6",2011,"M","7",39,2011-06-22,28,"F_Triphoturus",0.8,"Dgigas"
"Dg2015_001","070315",27.34568,-112.25734,"7",2015,"F","4",17.1,2011-07-03,27,"F_UnID",1,"Dgigas"
"Dg2015_002","070315",27.34568,-112.25734,"7",2015,"F","3",14.1,2011-07-03,27,"F_Benthosema",1,"Dgigas"
"Dg2015_003","070315",27.34568,-112.25734,"7",2015,"F","4",15.8,2011-07-03,27,"F_Benthosema",0.80952380952381,"Dgigas"
"Dg2015_003","070315",27.34568,-112.25734,"7",2015,"F","4",15.8,2011-07-03,27,"R_Crust",0.142857142857143,"Dgigas"
"Dg2015_003","070315",27.34568,-112.25734,"7",2015,"F","4",15.8,2011-07-03,27,"F_UnID",0.0476190476190476,"Dgigas"
"Dg2015_004","070315",27.34568,-112.25734,"7",2015,"F","4",15.5,2011-07-03,27,"F_Benthosema",1,"Dgigas"
"Dg2015_005","070115",27.34568,-112.25734,"7",2015,"F","4",17.4,2011-07-01,28,"F_Benthosema",0.5,"Dgigas"
"Dg2015_005","070115",27.34568,-112.25734,"7",2015,"F","4",17.4,2011-07-01,28,"R_Crust",0.5,"Dgigas"
"Dg2015_006","070115",27.34568,-112.25734,"7",2015,"F","7",18.9,2011-07-01,28,"F_Benthosema",1,"Dgigas"
"Dg2015_007","070115",27.34568,-112.25734,"7",2015,"F","6",18,2011-07-01,28,"F_UnID",0.25,"Dgigas"
"Dg2015_007","070115",27.34568,-112.25734,"7",2015,"F","6",18,2011-07-01,28,"F_Benthosema",0.666666666666667,"Dgigas"
"Dg2015_007","070115",27.34568,-112.25734,"7",2015,"F","6",18,2011-07-01,28,"R_Crust",0.0833333333333333,"Dgigas"
"Dg2015_008","070115",27.34568,-112.25734,"7",2015,"F","7",17.5,2011-07-01,28,"F_Benthosema",1,"Dgigas"
"Dg2015_009","070115",27.34568,-112.25734,"7",2015,"F","7",21.5,2011-07-01,28,"F_UnID",0.0625,"Dgigas"
"Dg2015_009","070115",27.34568,-112.25734,"7",2015,"F","7",21.5,2011-07-01,28,"F_Benthosema",0.9375,"Dgigas"
"Dg2015_010","070115",27.34568,-112.25734,"7",2015,"F","7",19,2011-07-01,28,"R_Crust",0.25,"Dgigas"
"Dg2015_010","070115",27.34568,-112.25734,"7",2015,"F","7",19,2011-07-01,28,"F_Benthosema",0.75,"Dgigas"
"Dg2015_011","070115",27.34568,-112.25734,"7",2015,"F","7",18.1,2011-07-01,28,"R_Crust",0.142857142857143,"Dgigas"
"Dg2015_011","070115",27.34568,-112.25734,"7",2015,"F","7",18.1,2011-07-01,28,"F_UnID",0.428571428571429,"Dgigas"
"Dg2015_011","070115",27.34568,-112.25734,"7",2015,"F","7",18.1,2011-07-01,28,"F_Benthosema",0.428571428571429,"Dgigas"
"Dg2015_012","070115",27.34568,-112.25734,"7",2015,"F","7",23.3,2011-07-01,28,"F_Benthosema",1,"Dgigas"
"Dg2015_013","070115",27.34568,-112.25734,"7",2015,"F","7",22.1,2011-07-01,28,"F_Triphoturus",0.0476190476190476,"Dgigas"
"Dg2015_013","070115",27.34568,-112.25734,"7",2015,"F","7",22.1,2011-07-01,28,"R_Crust",0.0476190476190476,"Dgigas"
"Dg2015_013","070115",27.34568,-112.25734,"7",2015,"F","7",22.1,2011-07-01,28,"F_Benthosema",0.904761904761905,"Dgigas"
"Dg2015_014","070115",27.34568,-112.25734,"7",2015,"F","2",11,2011-07-01,28,"F_UnID",0.75,"Dgigas"
"Dg2015_014","070115",27.34568,-112.25734,"7",2015,"F","2",11,2011-07-01,28,"R_Crust",0.25,"Dgigas"
"Dg2015_015","070115",27.34568,-112.25734,"7",2015,"","2",8.8,2011-07-01,28,"F_UnID",1,"Dgigas"
"Dg2015_016","070115",27.34568,-112.25734,"7",2015,"","2",8.3,2011-07-01,28,"R_Crust",1,"Dgigas"
"Dg2015_017","061615",27.34568,-112.25734,"6",2015,"F","7",23,2015-06-16,27,"F_Benthosema",0.4,"Dgigas"
"Dg2015_017","061615",27.34568,-112.25734,"6",2015,"F","7",23,2015-06-16,27,"C_Pterygioteuthis",0.2,"Dgigas"
"Dg2015_017","061615",27.34568,-112.25734,"6",2015,"F","7",23,2015-06-16,27,"F_UnID",0.4,"Dgigas"
"Dg2015_018","061615",27.34568,-112.25734,"6",2015,"F","7",20,2015-06-16,27,"M_Pteropoda",0.142857142857143,"Dgigas"
"Dg2015_018","061615",27.34568,-112.25734,"6",2015,"F","7",20,2015-06-16,27,"C_Pterygioteuthis",0.428571428571429,"Dgigas"
"Dg2015_018","061615",27.34568,-112.25734,"6",2015,"F","7",20,2015-06-16,27,"F_Benthosema",0.428571428571429,"Dgigas"
"Dg2015_019","061615",27.34568,-112.25734,"6",2015,"M","7",19.5,2015-06-16,27,"F_Vinciguerria",0.0909090909090909,"Dgigas"
"Dg2015_019","061615",27.34568,-112.25734,"6",2015,"M","7",19.5,2015-06-16,27,"R_Crust",0.0909090909090909,"Dgigas"
"Dg2015_019","061615",27.34568,-112.25734,"6",2015,"M","7",19.5,2015-06-16,27,"F_Benthosema",0.727272727272727,"Dgigas"
"Dg2015_019","061615",27.34568,-112.25734,"6",2015,"M","7",19.5,2015-06-16,27,"F_UnID",0.0909090909090909,"Dgigas"
"Dg2015_020","061615",27.34568,-112.25734,"6",2015,"F","6",18.5,2015-06-16,27,"R_Crust",0.111111111111111,"Dgigas"
"Dg2015_020","061615",27.34568,-112.25734,"6",2015,"F","6",18.5,2015-06-16,27,"M_Pteropoda",0.111111111111111,"Dgigas"
"Dg2015_020","061615",27.34568,-112.25734,"6",2015,"F","6",18.5,2015-06-16,27,"F_Benthosema",0.777777777777778,"Dgigas"
"Dg2015_021","061615",27.34568,-112.25734,"6",2015,"M","6",19,2015-06-16,27,"C_Japetella",0.181818181818182,"Dgigas"
"Dg2015_021","061615",27.34568,-112.25734,"6",2015,"M","6",19,2015-06-16,27,"F_Benthosema",0.181818181818182,"Dgigas"
"Dg2015_021","061615",27.34568,-112.25734,"6",2015,"M","6",19,2015-06-16,27,"F_Vinciguerria",0.0909090909090909,"Dgigas"
"Dg2015_021","061615",27.34568,-112.25734,"6",2015,"M","6",19,2015-06-16,27,"R_Crust",0.0909090909090909,"Dgigas"
"Dg2015_021","061615",27.34568,-112.25734,"6",2015,"M","6",19,2015-06-16,27,"F_UnID",0.272727272727273,"Dgigas"
"Dg2015_021","061615",27.34568,-112.25734,"6",2015,"M","6",19,2015-06-16,27,"F_Species_B",0.0909090909090909,"Dgigas"
"Dg2015_021","061615",27.34568,-112.25734,"6",2015,"M","6",19,2015-06-16,27,"M_Pteropoda",0.0909090909090909,"Dgigas"
"Dg2015_022","061615",27.34568,-112.25734,"6",2015,"F","7",23,2015-06-16,27,"F_Benthosema",0.5,"Dgigas"
"Dg2015_022","061615",27.34568,-112.25734,"6",2015,"F","7",23,2015-06-16,27,"F_UnID",0.25,"Dgigas"
"Dg2015_022","061615",27.34568,-112.25734,"6",2015,"F","7",23,2015-06-16,27,"C_UnID",0.25,"Dgigas"
"Dg2015_023","061615",27.34568,-112.25734,"6",2015,"F","7",22,2015-06-16,27,"F_Engraulis",0.125,"Dgigas"
"Dg2015_023","061615",27.34568,-112.25734,"6",2015,"F","7",22,2015-06-16,27,"C_UnID",0.125,"Dgigas"
"Dg2015_023","061615",27.34568,-112.25734,"6",2015,"F","7",22,2015-06-16,27,"F_Benthosema",0.625,"Dgigas"
"Dg2015_023","061615",27.34568,-112.25734,"6",2015,"F","7",22,2015-06-16,27,"R_Crust",0.125,"Dgigas"
"Dg2015_024","061615",27.34568,-112.25734,"6",2015,"F","7",22,2015-06-16,27,"M_Pteropoda",0.125,"Dgigas"
"Dg2015_024","061615",27.34568,-112.25734,"6",2015,"F","7",22,2015-06-16,27,"F_Benthosema",0.625,"Dgigas"
"Dg2015_024","061615",27.34568,-112.25734,"6",2015,"F","7",22,2015-06-16,27,"R_Crust",0.125,"Dgigas"
"Dg2015_024","061615",27.34568,-112.25734,"6",2015,"F","7",22,2015-06-16,27,"C_Japetella",0.125,"Dgigas"
"Dg2015_025","061615",27.34568,-112.25734,"6",2015,"F","7",21.5,2015-06-16,27,"M_Pteropoda",0.153846153846154,"Dgigas"
"Dg2015_025","061615",27.34568,-112.25734,"6",2015,"F","7",21.5,2015-06-16,27,"F_Vinciguerria",0.0769230769230769,"Dgigas"
"Dg2015_025","061615",27.34568,-112.25734,"6",2015,"F","7",21.5,2015-06-16,27,"R_Crust",0.0769230769230769,"Dgigas"
"Dg2015_025","061615",27.34568,-112.25734,"6",2015,"F","7",21.5,2015-06-16,27,"C_Pterygioteuthis",0.0769230769230769,"Dgigas"
"Dg2015_025","061615",27.34568,-112.25734,"6",2015,"F","7",21.5,2015-06-16,27,"C_UnID",0.153846153846154,"Dgigas"
"Dg2015_025","061615",27.34568,-112.25734,"6",2015,"F","7",21.5,2015-06-16,27,"F_UnID",0.0769230769230769,"Dgigas"
"Dg2015_025","061615",27.34568,-112.25734,"6",2015,"F","7",21.5,2015-06-16,27,"F_Benthosema",0.384615384615385,"Dgigas"
"Dg2015_026","061615",27.34568,-112.25734,"6",2015,"F","7",22.5,2015-06-16,27,"F_UnID",0.111111111111111,"Dgigas"
"Dg2015_026","061615",27.34568,-112.25734,"6",2015,"F","7",22.5,2015-06-16,27,"M_Pteropoda",0.111111111111111,"Dgigas"
"Dg2015_026","061615",27.34568,-112.25734,"6",2015,"F","7",22.5,2015-06-16,27,"C_Japetella",0.111111111111111,"Dgigas"
"Dg2015_026","061615",27.34568,-112.25734,"6",2015,"F","7",22.5,2015-06-16,27,"F_Benthosema",0.555555555555556,"Dgigas"
"Dg2015_026","061615",27.34568,-112.25734,"6",2015,"F","7",22.5,2015-06-16,27,"R_Crust",0.111111111111111,"Dgigas"
"Dg2015_027","061615",27.34568,-112.25734,"6",2015,"F","6",22,2015-06-16,27,"F_Benthosema",0.5,"Dgigas"
"Dg2015_027","061615",27.34568,-112.25734,"6",2015,"F","6",22,2015-06-16,27,"F_Triphoturus",0.5,"Dgigas"
"Dg2015_028","061615",27.34568,-112.25734,"6",2015,"M","7",20.5,2015-06-16,27,"F_Benthosema",0.285714285714286,"Dgigas"
"Dg2015_028","061615",27.34568,-112.25734,"6",2015,"M","7",20.5,2015-06-16,27,"M_Pteropoda",0.142857142857143,"Dgigas"
"Dg2015_028","061615",27.34568,-112.25734,"6",2015,"M","7",20.5,2015-06-16,27,"F_Diogenichthys",0.142857142857143,"Dgigas"
"Dg2015_028","061615",27.34568,-112.25734,"6",2015,"M","7",20.5,2015-06-16,27,"C_UnID",0.142857142857143,"Dgigas"
"Dg2015_028","061615",27.34568,-112.25734,"6",2015,"M","7",20.5,2015-06-16,27,"F_Triphoturus",0.285714285714286,"Dgigas"
"Dg2015_029","061615",27.34568,-112.25734,"6",2015,"F","7",22,2015-06-16,27,"F_Benthosema",0.75,"Dgigas"
"Dg2015_029","061615",27.34568,-112.25734,"6",2015,"F","7",22,2015-06-16,27,"F_Triphoturus",0.25,"Dgigas"
"Dg2015_030","061615",27.34568,-112.25734,"6",2015,"F","7",22.5,2015-06-16,27,"F_Benthosema",0.416666666666667,"Dgigas"
"Dg2015_030","061615",27.34568,-112.25734,"6",2015,"F","7",22.5,2015-06-16,27,"F_Triphoturus",0.166666666666667,"Dgigas"
"Dg2015_030","061615",27.34568,-112.25734,"6",2015,"F","7",22.5,2015-06-16,27,"C_UnID",0.0833333333333333,"Dgigas"
"Dg2015_030","061615",27.34568,-112.25734,"6",2015,"F","7",22.5,2015-06-16,27,"F_UnID",0.0833333333333333,"Dgigas"
"Dg2015_030","061615",27.34568,-112.25734,"6",2015,"F","7",22.5,2015-06-16,27,"F_Diogenichthys",0.0833333333333333,"Dgigas"
"Dg2015_030","061615",27.34568,-112.25734,"6",2015,"F","7",22.5,2015-06-16,27,"F_Vinciguerria",0.0833333333333333,"Dgigas"
"Dg2015_030","061615",27.34568,-112.25734,"6",2015,"F","7",22.5,2015-06-16,27,"R_Crust",0.0833333333333333,"Dgigas"
"Dg2015_031","061615",27.34568,-112.25734,"6",2015,"M","7",21.5,2015-06-16,27,"F_Benthosema",0.5,"Dgigas"
"Dg2015_031","061615",27.34568,-112.25734,"6",2015,"M","7",21.5,2015-06-16,27,"F_Triphoturus",0.125,"Dgigas"
"Dg2015_031","061615",27.34568,-112.25734,"6",2015,"M","7",21.5,2015-06-16,27,"C_Japetella",0.125,"Dgigas"
"Dg2015_031","061615",27.34568,-112.25734,"6",2015,"M","7",21.5,2015-06-16,27,"F_Vinciguerria",0.125,"Dgigas"
"Dg2015_031","061615",27.34568,-112.25734,"6",2015,"M","7",21.5,2015-06-16,27,"M_Pteropoda",0.125,"Dgigas"
"Dg2015_032","061615",27.34568,-112.25734,"6",2015,"M","7",20.5,2015-06-16,27,"M_Pteropoda",0.111111111111111,"Dgigas"
"Dg2015_032","061615",27.34568,-112.25734,"6",2015,"M","7",20.5,2015-06-16,27,"F_Triphoturus",0.111111111111111,"Dgigas"
"Dg2015_032","061615",27.34568,-112.25734,"6",2015,"M","7",20.5,2015-06-16,27,"F_Benthosema",0.777777777777778,"Dgigas"
"Dg2015_033","061615",27.34568,-112.25734,"6",2015,"M","7",20.5,2015-06-16,27,"F_Benthosema",1,"Dgigas"
"Dg2015_034","061615",27.34568,-112.25734,"6",2015,"M","7",20,2015-06-16,27,"M_Pteropoda",0.142857142857143,"Dgigas"
"Dg2015_034","061615",27.34568,-112.25734,"6",2015,"M","7",20,2015-06-16,27,"F_Species_B",0.142857142857143,"Dgigas"
"Dg2015_034","061615",27.34568,-112.25734,"6",2015,"M","7",20,2015-06-16,27,"F_Vinciguerria",0.142857142857143,"Dgigas"
"Dg2015_034","061615",27.34568,-112.25734,"6",2015,"M","7",20,2015-06-16,27,"F_Benthosema",0.428571428571429,"Dgigas"
"Dg2015_034","061615",27.34568,-112.25734,"6",2015,"M","7",20,2015-06-16,27,"C_UnID",0.142857142857143,"Dgigas"
"Dg2015_035","061615",27.34568,-112.25734,"6",2015,"F","7",22,2015-06-16,27,"R_Crust",0.142857142857143,"Dgigas"
"Dg2015_035","061615",27.34568,-112.25734,"6",2015,"F","7",22,2015-06-16,27,"F_Benthosema",0.714285714285714,"Dgigas"
"Dg2015_035","061615",27.34568,-112.25734,"6",2015,"F","7",22,2015-06-16,27,"C_UnID",0.142857142857143,"Dgigas"
"Dg2015_036","061615",27.34568,-112.25734,"6",2015,"F","7",20.5,2015-06-16,27,"M_Pteropoda",0.25,"Dgigas"
"Dg2015_036","061615",27.34568,-112.25734,"6",2015,"F","7",20.5,2015-06-16,27,"R_Crust",0.25,"Dgigas"
"Dg2015_036","061615",27.34568,-112.25734,"6",2015,"F","7",20.5,2015-06-16,27,"F_UnID",0.5,"Dgigas"
"Dg2015_037","061615",27.34568,-112.25734,"6",2015,"M","7",18.5,2015-06-16,27,"F_Benthosema",0.6,"Dgigas"
"Dg2015_037","061615",27.34568,-112.25734,"6",2015,"M","7",18.5,2015-06-16,27,"M_Pteropoda",0.2,"Dgigas"
"Dg2015_037","061615",27.34568,-112.25734,"6",2015,"M","7",18.5,2015-06-16,27,"F_Triphoturus",0.1,"Dgigas"
"Dg2015_037","061615",27.34568,-112.25734,"6",2015,"M","7",18.5,2015-06-16,27,"F_UnID",0.1,"Dgigas"
"Dg2015_038","061615",27.34568,-112.25734,"6",2015,"F","7",21.5,2015-06-16,27,"F_Benthosema",0.8,"Dgigas"
"Dg2015_038","061615",27.34568,-112.25734,"6",2015,"F","7",21.5,2015-06-16,27,"R_Crust",0.1,"Dgigas"
"Dg2015_038","061615",27.34568,-112.25734,"6",2015,"F","7",21.5,2015-06-16,27,"M_Pteropoda",0.1,"Dgigas"
"Dg2015_039","061615",27.34568,-112.25734,"6",2015,"","7",21.5,2015-06-16,27,"C_Pterygioteuthis",0.0909090909090909,"Dgigas"
"Dg2015_039","061615",27.34568,-112.25734,"6",2015,"","7",21.5,2015-06-16,27,"F_Benthosema",0.636363636363636,"Dgigas"
"Dg2015_039","061615",27.34568,-112.25734,"6",2015,"","7",21.5,2015-06-16,27,"R_Crust",0.0909090909090909,"Dgigas"
"Dg2015_039","061615",27.34568,-112.25734,"6",2015,"","7",21.5,2015-06-16,27,"F_Triphoturus",0.181818181818182,"Dgigas"
"Dg2015_040","061615",27.34568,-112.25734,"6",2015,"F","4",19.5,2015-06-16,27,"R_Crust",0.333333333333333,"Dgigas"
"Dg2015_040","061615",27.34568,-112.25734,"6",2015,"F","4",19.5,2015-06-16,27,"M_Pteropoda",0.333333333333333,"Dgigas"
"Dg2015_040","061615",27.34568,-112.25734,"6",2015,"F","4",19.5,2015-06-16,27,"F_UnID",0.333333333333333,"Dgigas"
"Dg2015_041","061615",27.34568,-112.25734,"6",2015,"M","7",19.5,2015-06-16,27,"F_Benthosema",0.888888888888889,"Dgigas"
"Dg2015_041","061615",27.34568,-112.25734,"6",2015,"M","7",19.5,2015-06-16,27,"R_Crust",0.111111111111111,"Dgigas"
"Dg2015_042","061615",27.34568,-112.25734,"6",2015,"M","7",21.5,2015-06-16,27,"F_Benthosema",0.142857142857143,"Dgigas"
"Dg2015_042","061615",27.34568,-112.25734,"6",2015,"M","7",21.5,2015-06-16,27,"M_Pteropoda",0.142857142857143,"Dgigas"
"Dg2015_042","061615",27.34568,-112.25734,"6",2015,"M","7",21.5,2015-06-16,27,"F_UnID",0.571428571428571,"Dgigas"
"Dg2015_042","061615",27.34568,-112.25734,"6",2015,"M","7",21.5,2015-06-16,27,"C_Pterygioteuthis",0.142857142857143,"Dgigas"
"Dg2015_043","061615",27.34568,-112.25734,"6",2015,"M","7",19,2015-06-16,27,"F_Benthosema",0.5,"Dgigas"
"Dg2015_043","061615",27.34568,-112.25734,"6",2015,"M","7",19,2015-06-16,27,"M_Pteropoda",0.125,"Dgigas"
"Dg2015_043","061615",27.34568,-112.25734,"6",2015,"M","7",19,2015-06-16,27,"F_UnID",0.125,"Dgigas"
"Dg2015_043","061615",27.34568,-112.25734,"6",2015,"M","7",19,2015-06-16,27,"F_Vinciguerria",0.125,"Dgigas"
