Ref,Monthly..,year,Date,Locality,ML,Weight,SEX,Mat.Stage,prey,rostral,item,length,SL,TL,ML,,,
1176,,1997,2/19/97,Guaymas,53,NA,H,II,Benthosema,,Otolith.length9,1.8,33.7075,41.69332,,,,
1186,,1997,2/19/97,Guaymas,56,NA,H,II,Benthosema,,Otolith.length9,1.9,35.601,44.19446,,,,
1192,,1997,2/19/97,Guaymas,50.6,NA,H,II,Benthosema,,Otolith.length9,1.8,33.7075,41.69332,,,,
1193,,1997,2/19/97,Guaymas,47,NA,M,II,Benthosema,,Otolith.length9,1.8,33.7075,41.69332,,,,
1195,,1997,2/19/97,Guaymas,43,NA,H,II,Benthosema,,Otolith.length9,2.3,43.175,54.19902,,,,
1176,,1997,2/19/97,Guaymas,53,NA,H,II,Benthosema,,Otolith.length10,1.7,31.814,39.19218,,,,
1186,,1997,2/19/97,Guaymas,56,NA,H,II,Benthosema,,Otolith.length10,2.2,41.2815,51.69788,,,,
1195,,1997,2/19/97,Guaymas,43,NA,H,II,Benthosema,,Otolith.length10,2.1,39.388,49.19674,,,,
1176,,1997,2/19/97,Guaymas,53,NA,H,II,Benthosema,,Otolith.length11,1.8,33.7075,41.69332,,,,
1186,,1997,2/19/97,Guaymas,56,NA,H,II,Benthosema,,Otolith.length11,1.8,33.7075,41.69332,,,,
1195,,1997,2/19/97,Guaymas,43,NA,H,II,Benthosema,,Otolith.length11,2.1,39.388,49.19674,,,,
1186,,1997,2/19/97,Guaymas,56,NA,H,II,Benthosema,,Otolith.length12,2,37.4945,46.6956,,,,
1195,,1997,2/19/97,Guaymas,43,NA,H,II,Benthosema,,Otolith.length12,1.9,35.601,44.19446,,,,
1195,,1997,2/19/97,Guaymas,43,NA,H,II,Benthosema,,Otolith.length13,1.7,31.814,39.19218,,,,
1195,,1997,2/19/97,Guaymas,43,NA,H,II,Benthosema,,Otolith.length14,1.9,35.601,44.19446,,,,
1195,,1997,2/19/97,Guaymas,43,NA,H,II,Benthosema,,Otolith.length15,2.1,39.388,49.19674,,,,
1195,,1997,2/19/97,Guaymas,43,NA,H,II,Benthosema,,Otolith.length16,2.1,39.388,49.19674,,,,
1195,,1997,2/19/97,Guaymas,43,NA,H,II,Benthosema,,Otolith.length17,1.8,33.7075,41.69332,,,,
1195,,1997,2/19/97,Guaymas,43,NA,H,II,Benthosema,,Otolith.length18,1.6,29.9205,36.69104,,,,
1195,,1997,2/19/97,Guaymas,43,NA,H,II,Benthosema,,Otolith.length19,1.7,31.814,39.19218,,,,
1195,,1997,2/19/97,Guaymas,43,NA,H,II,Benthosema,,Otolith.length20,1.6,29.9205,36.69104,,,,
,,1997,2/19/97,Guaymas,50.6,NA,H,II,Pterygioteuthis,,Otolith.length1,0.3,,,16.148,,,
,,1997,2/19/97,Guaymas,51.2,NA,M,III,Pterygioteuthis,,Otolith.length1,0.2,,,12.832,,,
,,1997,2/19/97,Guaymas,55.2,NA,M,IV,Pterygioteuthis,,Otolith.length1,0.3,,,16.148,,,
,,1997,2/19/97,Guaymas,50.6,NA,H,II,Pterygioteuthis,,Otolith.length2,0.3,,,16.148,,,
,,1997,2/19/97,Guaymas,51.2,NA,M,III,Pterygioteuthis,,Otolith.length2,0.2,,,12.832,,,
,,1997,2/19/97,Guaymas,55.2,NA,M,IV,Pterygioteuthis,,Otolith.length2,0.3,,,16.148,,,
,,1997,2/19/97,Guaymas,50.6,NA,H,II,Pterygioteuthis,,Otolith.length3,0.3,,,16.148,,,
,,1997,2/19/97,Guaymas,51.2,NA,M,III,Pterygioteuthis,,Otolith.length3,0.2,,,12.832,,,
,,1997,2/19/97,Guaymas,50.6,NA,H,II,Pterygioteuthis,,Otolith.length4,0.2,,,12.832,,,
,,1997,2/19/97,Guaymas,51.2,NA,M,III,Pterygioteuthis,,Otolith.length4,0.3,,,16.148,,,
,,1997,2/19/97,Guaymas,50.6,NA,H,II,Pterygioteuthis,,Otolith.length5,0.2,,,12.832,,,
,,1997,2/19/97,Guaymas,51.2,NA,M,III,Pterygioteuthis,,Otolith.length5,0.3,,,16.148,,,
,,1997,2/19/97,Guaymas,51.2,NA,M,III,Pterygioteuthis,,Otolith.length6,0.2,,,12.832,,,
,,1997,2/19/97,Guaymas,51.2,NA,M,III,Pterygioteuthis,,Otolith.length7,0.3,,,16.148,,,
,,1997,2/19/97,Guaymas,51.2,NA,M,III,Pterygioteuthis,,Otolith.length8,0.3,,,16.148,,,
,,1997,2/19/97,Guaymas,51.2,NA,M,III,Pterygioteuthis,,Otolith.length9,0.2,,,12.832,,,
,,1997,2/19/97,Guaymas,43,NA,H,II,Triphoturus,,Otolith.length1,1,42.5665,54.4742,,,,
,,1997,2/19/97,Guaymas,45.6,NA,H,II,Triphoturus,,Otolith.length1,0.7,34.0099,42.64166,,,,
,,1997,2/19/97,Guaymas,47,NA,M,II,Triphoturus,,Otolith.length1,0.9,39.7143,50.53002,,,,
,,1997,2/19/97,Guaymas,50.6,NA,H,II,Triphoturus,,Otolith.length1,1,42.5665,54.4742,,,,
,,1997,2/19/97,Guaymas,53,NA,H,II,Triphoturus,,Otolith.length1,0.9,39.7143,50.53002,,,,
,,1997,2/19/97,Guaymas,53.8,NA,H,II,Triphoturus,,Otolith.length1,0.9,39.7143,50.53002,,,,
,,1997,2/19/97,Guaymas,43,NA,H,II,Triphoturus,,Otolith.length2,1,42.5665,54.4742,,,,
,,1997,2/19/97,Guaymas,47,NA,M,II,Triphoturus,,Otolith.length2,0.8,36.8621,46.58584,,,,
,,1997,2/19/97,Guaymas,53,NA,H,II,Triphoturus,,Otolith.length2,0.7,34.0099,42.64166,,,,
,,1997,2/19/97,Guaymas,53.8,NA,H,II,Triphoturus,,Otolith.length2,0.8,36.8621,46.58584,,,,
,,1997,2/19/97,Guaymas,43,NA,H,II,Triphoturus,,Otolith.length3,0.8,36.8621,46.58584,,,,
,,1997,2/19/97,Guaymas,47,NA,M,II,Triphoturus,,Otolith.length3,0.8,36.8621,46.58584,,,,
,,1997,2/19/97,Guaymas,53,NA,H,II,Triphoturus,,Otolith.length3,1,42.5665,54.4742,,,,
,,1997,2/19/97,Guaymas,43,NA,H,II,Triphoturus,,Otolith.length4,0.8,36.8621,46.58584,,,,
,,1997,2/19/97,Guaymas,47,NA,M,II,Triphoturus,,Otolith.length4,0.8,36.8621,46.58584,,,,
,,1997,2/19/97,Guaymas,47,NA,M,II,Triphoturus,,Otolith.length5,0.9,39.7143,50.53002,,,,
1199,2,1997,3/11/97,Guaymas,56.6,5.375,M,IV,Benthosema,,Otolith.length1,1.8,33.7075,41.69332,,,,
1201,4,1997,3/11/97,Guaymas,58,6.1,H,II,Benthosema,,Otolith.length1,2.1,39.388,49.19674,,,,
1199,2,1997,3/11/97,Guaymas,56.6,5.375,M,IV,Benthosema,,Otolith.length2,2.3,43.175,54.19902,,,,
1201,4,1997,3/11/97,Guaymas,58,6.1,H,II,Benthosema,,Otolith.length2,2.3,43.175,54.19902,,,,
1199,2,1997,3/11/97,Guaymas,56.6,5.375,M,IV,Benthosema,,Otolith.length3,2,37.4945,46.6956,,,,
1199,2,1997,3/11/97,Guaymas,56.6,5.375,M,IV,Benthosema,,Otolith.length4,2,37.4945,46.6956,,,,
714,2,1997,3/11/97,Guaymas,56.6,5.375,M,IV,Triphoturus,,Otolith.length1,0.9,39.7143,50.53002,,,,
1202,5,1997,3/15/97,Guaymas,77,15.1,H,V,Benthosema,,Otolith.length1,1.7,31.814,39.19218,,,,
1203,6,1997,3/15/97,Guaymas,50.6,3.35,H,II,Benthosema,,Otolith.length1,1.9,35.601,44.19446,,,,
1204,7,1997,3/15/97,Guaymas,54.2,3.7,M,IV,Benthosema,,Otolith.length1,1.7,31.814,39.19218,,,,
1207,10,1997,3/15/97,Guaymas,61,7.65,H,II,Benthosema,,Otolith.length1,2,37.4945,46.6956,,,,
1203,6,1997,3/15/97,Guaymas,50.6,3.35,H,II,Benthosema,,Otolith.length2,1.9,35.601,44.19446,,,,
1204,7,1997,3/15/97,Guaymas,54.2,3.7,M,IV,Benthosema,,Otolith.length2,1.8,33.7075,41.69332,,,,
1203,6,1997,3/15/97,Guaymas,50.6,3.35,H,II,Benthosema,,Otolith.length3,1.9,35.601,44.19446,,,,
1204,7,1997,3/15/97,Guaymas,54.2,3.7,M,IV,Benthosema,,Otolith.length3,1.9,35.601,44.19446,,,,
1203,6,1997,3/15/97,Guaymas,50.6,3.35,H,II,Benthosema,,Otolith.length4,1.7,31.814,39.19218,,,,
1204,7,1997,3/15/97,Guaymas,54.2,3.7,M,IV,Benthosema,,Otolith.length4,2,37.4945,46.6956,,,,
1204,7,1997,3/15/97,Guaymas,54.2,3.7,M,IV,Benthosema,,Otolith.length5,2.1,39.388,49.19674,,,,
1204,7,1997,3/15/97,Guaymas,54.2,3.7,M,IV,Benthosema,,Otolith.length6,2.1,39.388,49.19674,,,,
1204,7,1997,3/15/97,Guaymas,54.2,3.7,M,IV,Benthosema,,Otolith.length7,2,37.4945,46.6956,,,,
1204,7,1997,3/15/97,Guaymas,54.2,3.7,M,IV,Benthosema,,Otolith.length8,2,37.4945,46.6956,,,,
1204,7,1997,3/15/97,Guaymas,54.2,3.7,M,IV,Benthosema,,Otolith.length9,2,37.4945,46.6956,,,,
718,6,1997,3/15/97,Guaymas,50.6,3.35,H,II,Pterygioteuthis,,Otolith.length1,0.6,,,26.096,,,
719,7,1997,3/15/97,Guaymas,54.2,3.7,M,IV,Pterygioteuthis,,Otolith.length1,0.5,,,22.78,,,
722,10,1997,3/15/97,Guaymas,61,7.65,H,II,Pterygioteuthis,,Otolith.length1,0.3,,,16.148,,,
719,7,1997,3/15/97,Guaymas,54.2,3.7,M,IV,Pterygioteuthis,,Otolith.length2,0.5,,,22.78,,,
719,7,1997,3/15/97,Guaymas,54.2,3.7,M,IV,Pterygioteuthis,,Otolith.length3,0.5,,,22.78,,,
719,7,1997,3/15/97,Guaymas,54.2,3.7,M,IV,Pterygioteuthis,,Otolith.length4,0.4,,,19.464,,,
723,11,1997,3/15/97,Guaymas,30.5,0.725,H,II,Triphoturus,,Otolith.length1,0.9,39.7143,50.53002,,,,
724,12,1997,3/15/97,Guaymas,39.8,1.95,H,II,Triphoturus,,Otolith.length1,1.1,45.4187,58.41838,,,,
719,7,1997,3/15/97,Guaymas,54.2,3.7,M,IV,Triphoturus,,Otolith.length1,1,42.5665,54.4742,,,,
723,11,1997,3/15/97,Guaymas,30.5,0.725,H,II,Triphoturus,,Otolith.length2,1,42.5665,54.4742,,,,
719,7,1997,3/15/97,Guaymas,54.2,3.7,M,IV,Triphoturus,,Otolith.length2,1,42.5665,54.4742,,,,
719,7,1997,3/15/97,Guaymas,54.2,3.7,M,IV,Triphoturus,,Otolith.length3,0.9,39.7143,50.53002,,,,
719,7,1997,3/15/97,Guaymas,54.2,3.7,M,IV,Triphoturus,,Otolith.length4,0.8,36.8621,46.58584,,,,
719,7,1997,3/15/97,Guaymas,54.2,3.7,M,IV,Triphoturus,,Otolith.length5,1.1,45.4187,58.41838,,,,
1214,17,1997,3/16/97,Centro Golfo,72.2,12.925,H,IV,Benthosema,,Otolith.length1,1.7,31.814,39.19218,,,,
1236,39,1997,3/16/97,Santa Rosalia,41.6,1.75,M,III,Benthosema,,Otolith.length1,1.6,29.9205,36.69104,,,,
1238,41,1997,3/16/97,Santa Rosalia,70.3,10.825,H,V,Benthosema,,Otolith.length1,2,37.4945,46.6956,,,,
 ,s/n,1997,3/16/97,Santa Rosalia,NA,NA, , ,Benthosema,,Otolith.length1,2.1,39.388,49.19674,,,,
 ,s/n,1997,3/16/97,Santa Rosalia,NA,NA, , ,Benthosema,,Otolith.length1,1.8,33.7075,41.69332,,,,
1214,17,1997,3/16/97,Centro Golfo,72.2,12.925,H,IV,Benthosema,,Otolith.length2,2,37.4945,46.6956,,,,
1238,41,1997,3/16/97,Santa Rosalia,70.3,10.825,H,V,Benthosema,,Otolith.length2,1.9,35.601,44.19446,,,,
 ,s/n,1997,3/16/97,Santa Rosalia,NA,NA, , ,Benthosema,,Otolith.length2,2.2,41.2815,51.69788,,,,
 ,s/n,1997,3/16/97,Santa Rosalia,NA,NA, , ,Benthosema,,Otolith.length2,1.9,35.601,44.19446,,,,
1238,41,1997,3/16/97,Santa Rosalia,70.3,10.825,H,V,Benthosema,,Otolith.length3,2,37.4945,46.6956,,,,
 ,s/n,1997,3/16/97,Santa Rosalia,NA,NA, , ,Benthosema,,Otolith.length3,2.3,43.175,54.19902,,,,
 ,s/n,1997,3/16/97,Santa Rosalia,NA,NA, , ,Benthosema,,Otolith.length3,1.9,35.601,44.19446,,,,
1238,41,1997,3/16/97,Santa Rosalia,70.3,10.825,H,V,Benthosema,,Otolith.length4,1.9,35.601,44.19446,,,,
 ,s/n,1997,3/16/97,Santa Rosalia,NA,NA, , ,Benthosema,,Otolith.length4,2,37.4945,46.6956,,,,
 ,s/n,1997,3/16/97,Santa Rosalia,NA,NA, , ,Benthosema,,Otolith.length4,1.9,35.601,44.19446,,,,
1238,41,1997,3/16/97,Santa Rosalia,70.3,10.825,H,V,Benthosema,,Otolith.length5,2,37.4945,46.6956,,,,
 ,s/n,1997,3/16/97,Santa Rosalia,NA,NA, , ,Benthosema,,Otolith.length5,2,37.4945,46.6956,,,,
 ,s/n,1997,3/16/97,Santa Rosalia,NA,NA, , ,Benthosema,,Otolith.length5,2.3,43.175,54.19902,,,,
1238,41,1997,3/16/97,Santa Rosalia,70.3,10.825,H,V,Benthosema,,Otolith.length6,1.8,33.7075,41.69332,,,,
 ,s/n,1997,3/16/97,Santa Rosalia,NA,NA, , ,Benthosema,,Otolith.length6,1.9,35.601,44.19446,,,,
 ,s/n,1997,3/16/97,Santa Rosalia,NA,NA, , ,Benthosema,,Otolith.length6,2.3,43.175,54.19902,,,,
 ,s/n,1997,3/16/97,Santa Rosalia,NA,NA, , ,Benthosema,,Otolith.length7,1.8,33.7075,41.69332,,,,
 ,s/n,1997,3/16/97,Santa Rosalia,NA,NA, , ,Benthosema,,Otolith.length7,2,37.4945,46.6956,,,,
 ,s/n,1997,3/16/97,Santa Rosalia,NA,NA, , ,Benthosema,,Otolith.length8,1.7,31.814,39.19218,,,,
 ,s/n,1997,3/16/97,Santa Rosalia,NA,NA, , ,Benthosema,,Otolith.length9,1.8,33.7075,41.69332,,,,
 , s/n,1997,3/16/97,Santa Rosalia,NA,NA, , ,Triphoturus,,Otolith.length1,0.8,36.8621,46.58584,,,,
1241,1,1997,4/15/97,Guaymas,66.9,9.225,M,V,Benthosema,,Otolith.length1,1.7,31.814,39.19218,,,,
1242,2,1997,4/15/97,Guaymas,74.6,15.075,H,V,Benthosema,,Otolith.length1,2.1,39.388,49.19674,,,,
1243,3,1997,4/15/97,Guaymas,81,17.075,H,V,Benthosema,,Otolith.length1,2.2,41.2815,51.69788,,,,
1244,4,1997,4/15/97,Guaymas,65.9,7.75,M,V,Benthosema,,Otolith.length1,1.6,29.9205,36.69104,,,,
1245,5,1997,4/15/97,Guaymas,62.5,7.775,H,III,Benthosema,,Otolith.length1,1.9,35.601,44.19446,,,,
1246,6,1997,4/15/97,Guaymas,72.6,13.325,H,III,Benthosema,,Otolith.length1,1.9,35.601,44.19446,,,,
1247,7,1997,4/15/97,Guaymas,82.6,18.675,H,V,Benthosema,,Otolith.length1,2.2,41.2815,51.69788,,,,
1248,8,1997,4/15/97,Guaymas,75.4,14.025,H,III,Benthosema,,Otolith.length1,1.9,35.601,44.19446,,,,
1249,9,1997,4/15/97,Guaymas,63.3,8.85,H,III,Benthosema,,Otolith.length1,1.8,33.7075,41.69332,,,,
1250,10,1997,4/15/97,Guaymas,69.7,11.4,H,IV,Benthosema,,Otolith.length1,1.6,29.9205,36.69104,,,,
1251,11,1997,4/15/97,Guaymas,60,5.975,H,II,Benthosema,,Otolith.length1,1.8,33.7075,41.69332,,,,
1253,13,1997,4/15/97,Guaymas,71.2,12.425,H,III,Benthosema,,Otolith.length1,2,37.4945,46.6956,,,,
1254,14,1997,4/15/97,Guaymas,65.3,7.7,M,V,Benthosema,,Otolith.length1,1.5,28.027,34.1899,,,,
1241,1,1997,4/15/97,Guaymas,66.9,9.225,M,V,Benthosema,,Otolith.length2,1.9,35.601,44.19446,,,,
1243,3,1997,4/15/97,Guaymas,81,17.075,H,V,Benthosema,,Otolith.length2,2,37.4945,46.6956,,,,
1244,4,1997,4/15/97,Guaymas,65.9,7.75,M,V,Benthosema,,Otolith.length2,1.9,35.601,44.19446,,,,
1245,5,1997,4/15/97,Guaymas,62.5,7.775,H,III,Benthosema,,Otolith.length2,2,37.4945,46.6956,,,,
1246,6,1997,4/15/97,Guaymas,72.6,13.325,H,III,Benthosema,,Otolith.length2,1.7,31.814,39.19218,,,,
1247,7,1997,4/15/97,Guaymas,82.6,18.675,H,V,Benthosema,,Otolith.length2,2.2,41.2815,51.69788,,,,
1248,8,1997,4/15/97,Guaymas,75.4,14.025,H,III,Benthosema,,Otolith.length2,1.9,35.601,44.19446,,,,
1249,9,1997,4/15/97,Guaymas,63.3,8.85,H,III,Benthosema,,Otolith.length2,2.1,39.388,49.19674,,,,
1250,10,1997,4/15/97,Guaymas,69.7,11.4,H,IV,Benthosema,,Otolith.length2,1.8,33.7075,41.69332,,,,
1251,11,1997,4/15/97,Guaymas,60,5.975,H,II,Benthosema,,Otolith.length2,1.8,33.7075,41.69332,,,,
1253,13,1997,4/15/97,Guaymas,71.2,12.425,H,III,Benthosema,,Otolith.length2,2,37.4945,46.6956,,,,
1254,14,1997,4/15/97,Guaymas,65.3,7.7,M,V,Benthosema,,Otolith.length2,1.6,29.9205,36.69104,,,,
1241,1,1997,4/15/97,Guaymas,66.9,9.225,M,V,Benthosema,,Otolith.length3,2,37.4945,46.6956,,,,
1243,3,1997,4/15/97,Guaymas,81,17.075,H,V,Benthosema,,Otolith.length3,2.1,39.388,49.19674,,,,
1244,4,1997,4/15/97,Guaymas,65.9,7.75,M,V,Benthosema,,Otolith.length3,2,37.4945,46.6956,,,,
1245,5,1997,4/15/97,Guaymas,62.5,7.775,H,III,Benthosema,,Otolith.length3,1.7,31.814,39.19218,,,,
1246,6,1997,4/15/97,Guaymas,72.6,13.325,H,III,Benthosema,,Otolith.length3,2,37.4945,46.6956,,,,
1247,7,1997,4/15/97,Guaymas,82.6,18.675,H,V,Benthosema,,Otolith.length3,2.2,41.2815,51.69788,,,,
1248,8,1997,4/15/97,Guaymas,75.4,14.025,H,III,Benthosema,,Otolith.length3,2.1,39.388,49.19674,,,,
1249,9,1997,4/15/97,Guaymas,63.3,8.85,H,III,Benthosema,,Otolith.length3,2.1,39.388,49.19674,,,,
1250,10,1997,4/15/97,Guaymas,69.7,11.4,H,IV,Benthosema,,Otolith.length3,1.8,33.7075,41.69332,,,,
1251,11,1997,4/15/97,Guaymas,60,5.975,H,II,Benthosema,,Otolith.length3,1.9,35.601,44.19446,,,,
1253,13,1997,4/15/97,Guaymas,71.2,12.425,H,III,Benthosema,,Otolith.length3,2.1,39.388,49.19674,,,,
1254,14,1997,4/15/97,Guaymas,65.3,7.7,M,V,Benthosema,,Otolith.length3,1.8,33.7075,41.69332,,,,
1241,1,1997,4/15/97,Guaymas,66.9,9.225,M,V,Benthosema,,Otolith.length4,2,37.4945,46.6956,,,,
1243,3,1997,4/15/97,Guaymas,81,17.075,H,V,Benthosema,,Otolith.length4,2.2,41.2815,51.69788,,,,
1244,4,1997,4/15/97,Guaymas,65.9,7.75,M,V,Benthosema,,Otolith.length4,2.2,41.2815,51.69788,,,,
1245,5,1997,4/15/97,Guaymas,62.5,7.775,H,III,Benthosema,,Otolith.length4,1.8,33.7075,41.69332,,,,
1246,6,1997,4/15/97,Guaymas,72.6,13.325,H,III,Benthosema,,Otolith.length4,1.9,35.601,44.19446,,,,
1247,7,1997,4/15/97,Guaymas,82.6,18.675,H,V,Benthosema,,Otolith.length4,2.2,41.2815,51.69788,,,,
1248,8,1997,4/15/97,Guaymas,75.4,14.025,H,III,Benthosema,,Otolith.length4,2.1,39.388,49.19674,,,,
1249,9,1997,4/15/97,Guaymas,63.3,8.85,H,III,Benthosema,,Otolith.length4,1.7,31.814,39.19218,,,,
1250,10,1997,4/15/97,Guaymas,69.7,11.4,H,IV,Benthosema,,Otolith.length4,1.8,33.7075,41.69332,,,,
1251,11,1997,4/15/97,Guaymas,60,5.975,H,II,Benthosema,,Otolith.length4,1.9,35.601,44.19446,,,,
1253,13,1997,4/15/97,Guaymas,71.2,12.425,H,III,Benthosema,,Otolith.length4,2.1,39.388,49.19674,,,,
1254,14,1997,4/15/97,Guaymas,65.3,7.7,M,V,Benthosema,,Otolith.length4,1.9,35.601,44.19446,,,,
1241,1,1997,4/15/97,Guaymas,66.9,9.225,M,V,Benthosema,,Otolith.length5,2.1,39.388,49.19674,,,,
1243,3,1997,4/15/97,Guaymas,81,17.075,H,V,Benthosema,,Otolith.length5,2.1,39.388,49.19674,,,,
1244,4,1997,4/15/97,Guaymas,65.9,7.75,M,V,Benthosema,,Otolith.length5,1.9,35.601,44.19446,,,,
1245,5,1997,4/15/97,Guaymas,62.5,7.775,H,III,Benthosema,,Otolith.length5,2,37.4945,46.6956,,,,
1246,6,1997,4/15/97,Guaymas,72.6,13.325,H,III,Benthosema,,Otolith.length5,2,37.4945,46.6956,,,,
1247,7,1997,4/15/97,Guaymas,82.6,18.675,H,V,Benthosema,,Otolith.length5,2,37.4945,46.6956,,,,
1248,8,1997,4/15/97,Guaymas,75.4,14.025,H,III,Benthosema,,Otolith.length5,2.1,39.388,49.19674,,,,
1249,9,1997,4/15/97,Guaymas,63.3,8.85,H,III,Benthosema,,Otolith.length5,2.1,39.388,49.19674,,,,
1250,10,1997,4/15/97,Guaymas,69.7,11.4,H,IV,Benthosema,,Otolith.length5,2.1,39.388,49.19674,,,,
1251,11,1997,4/15/97,Guaymas,60,5.975,H,II,Benthosema,,Otolith.length5,1.9,35.601,44.19446,,,,
1253,13,1997,4/15/97,Guaymas,71.2,12.425,H,III,Benthosema,,Otolith.length5,2.2,41.2815,51.69788,,,,
1254,14,1997,4/15/97,Guaymas,65.3,7.7,M,V,Benthosema,,Otolith.length5,2.2,41.2815,51.69788,,,,
1241,1,1997,4/15/97,Guaymas,66.9,9.225,M,V,Benthosema,,Otolith.length6,2.2,41.2815,51.69788,,,,
1243,3,1997,4/15/97,Guaymas,81,17.075,H,V,Benthosema,,Otolith.length6,2.1,39.388,49.19674,,,,
1244,4,1997,4/15/97,Guaymas,65.9,7.75,M,V,Benthosema,,Otolith.length6,2.3,43.175,54.19902,,,,
1245,5,1997,4/15/97,Guaymas,62.5,7.775,H,III,Benthosema,,Otolith.length6,2.1,39.388,49.19674,,,,
1246,6,1997,4/15/97,Guaymas,72.6,13.325,H,III,Benthosema,,Otolith.length6,2.1,39.388,49.19674,,,,
1247,7,1997,4/15/97,Guaymas,82.6,18.675,H,V,Benthosema,,Otolith.length6,2,37.4945,46.6956,,,,
1249,9,1997,4/15/97,Guaymas,63.3,8.85,H,III,Benthosema,,Otolith.length6,2,37.4945,46.6956,,,,
1250,10,1997,4/15/97,Guaymas,69.7,11.4,H,IV,Benthosema,,Otolith.length6,2.1,39.388,49.19674,,,,
1251,11,1997,4/15/97,Guaymas,60,5.975,H,II,Benthosema,,Otolith.length6,2,37.4945,46.6956,,,,
1253,13,1997,4/15/97,Guaymas,71.2,12.425,H,III,Benthosema,,Otolith.length6,2.3,43.175,54.19902,,,,
1254,14,1997,4/15/97,Guaymas,65.3,7.7,M,V,Benthosema,,Otolith.length6,1.8,33.7075,41.69332,,,,
1241,1,1997,4/15/97,Guaymas,66.9,9.225,M,V,Benthosema,,Otolith.length7,2.2,41.2815,51.69788,,,,
1243,3,1997,4/15/97,Guaymas,81,17.075,H,V,Benthosema,,Otolith.length7,1.6,29.9205,36.69104,,,,
1244,4,1997,4/15/97,Guaymas,65.9,7.75,M,V,Benthosema,,Otolith.length7,2,37.4945,46.6956,,,,
1245,5,1997,4/15/97,Guaymas,62.5,7.775,H,III,Benthosema,,Otolith.length7,1.7,31.814,39.19218,,,,
1246,6,1997,4/15/97,Guaymas,72.6,13.325,H,III,Benthosema,,Otolith.length7,1.7,31.814,39.19218,,,,
1247,7,1997,4/15/97,Guaymas,82.6,18.675,H,V,Benthosema,,Otolith.length7,2,37.4945,46.6956,,,,
1249,9,1997,4/15/97,Guaymas,63.3,8.85,H,III,Benthosema,,Otolith.length7,1.7,31.814,39.19218,,,,
1250,10,1997,4/15/97,Guaymas,69.7,11.4,H,IV,Benthosema,,Otolith.length7,2.2,41.2815,51.69788,,,,
1253,13,1997,4/15/97,Guaymas,71.2,12.425,H,III,Benthosema,,Otolith.length7,2.3,43.175,54.19902,,,,
1254,14,1997,4/15/97,Guaymas,65.3,7.7,M,V,Benthosema,,Otolith.length7,1.9,35.601,44.19446,,,,
1241,1,1997,4/15/97,Guaymas,66.9,9.225,M,V,Benthosema,,Otolith.length8,1.8,33.7075,41.69332,,,,
1243,3,1997,4/15/97,Guaymas,81,17.075,H,V,Benthosema,,Otolith.length8,1.7,31.814,39.19218,,,,
1244,4,1997,4/15/97,Guaymas,65.9,7.75,M,V,Benthosema,,Otolith.length8,1.8,33.7075,41.69332,,,,
1245,5,1997,4/15/97,Guaymas,62.5,7.775,H,III,Benthosema,,Otolith.length8,1.9,35.601,44.19446,,,,
1246,6,1997,4/15/97,Guaymas,72.6,13.325,H,III,Benthosema,,Otolith.length8,1.8,33.7075,41.69332,,,,
1247,7,1997,4/15/97,Guaymas,82.6,18.675,H,V,Benthosema,,Otolith.length8,2,37.4945,46.6956,,,,
1250,10,1997,4/15/97,Guaymas,69.7,11.4,H,IV,Benthosema,,Otolith.length8,1.5,28.027,34.1899,,,,
1253,13,1997,4/15/97,Guaymas,71.2,12.425,H,III,Benthosema,,Otolith.length8,2,37.4945,46.6956,,,,
1254,14,1997,4/15/97,Guaymas,65.3,7.7,M,V,Benthosema,,Otolith.length8,1.6,29.9205,36.69104,,,,
1241,1,1997,4/15/97,Guaymas,66.9,9.225,M,V,Benthosema,,Otolith.length9,1.8,33.7075,41.69332,,,,
1243,3,1997,4/15/97,Guaymas,81,17.075,H,V,Benthosema,,Otolith.length9,1.8,33.7075,41.69332,,,,
1244,4,1997,4/15/97,Guaymas,65.9,7.75,M,V,Benthosema,,Otolith.length9,2.1,39.388,49.19674,,,,
1245,5,1997,4/15/97,Guaymas,62.5,7.775,H,III,Benthosema,,Otolith.length9,2,37.4945,46.6956,,,,
1246,6,1997,4/15/97,Guaymas,72.6,13.325,H,III,Benthosema,,Otolith.length9,1.6,29.9205,36.69104,,,,
1247,7,1997,4/15/97,Guaymas,82.6,18.675,H,V,Benthosema,,Otolith.length9,1.9,35.601,44.19446,,,,
1250,10,1997,4/15/97,Guaymas,69.7,11.4,H,IV,Benthosema,,Otolith.length9,1.6,29.9205,36.69104,,,,
1254,14,1997,4/15/97,Guaymas,65.3,7.7,M,V,Benthosema,,Otolith.length9,2,37.4945,46.6956,,,,
1241,1,1997,4/15/97,Guaymas,66.9,9.225,M,V,Benthosema,,Otolith.length10,1.9,35.601,44.19446,,,,
1243,3,1997,4/15/97,Guaymas,81,17.075,H,V,Benthosema,,Otolith.length10,2,37.4945,46.6956,,,,
1245,5,1997,4/15/97,Guaymas,62.5,7.775,H,III,Benthosema,,Otolith.length10,2,37.4945,46.6956,,,,
1246,6,1997,4/15/97,Guaymas,72.6,13.325,H,III,Benthosema,,Otolith.length10,1.5,28.027,34.1899,,,,
1247,7,1997,4/15/97,Guaymas,82.6,18.675,H,V,Benthosema,,Otolith.length10,1.8,33.7075,41.69332,,,,
1250,10,1997,4/15/97,Guaymas,69.7,11.4,H,IV,Benthosema,,Otolith.length10,1.8,33.7075,41.69332,,,,
